Order_ID,Supplier_Name,Product_Name,Order_Quantity,Order_Date,Expected_Delivery_Date,Actual_Delivery_Date,Unit_Cost,Total_Cost,Currency,Shipment_Method,Shipment_Status,Warehouse_Location,Inventory_Level,Reorder_Level,Lead_Time_Days,Delay_Days,Quality_Check,Returned_Quantity,Supplier_Rating,Payment_Terms,Payment_Status,Order_Priority,Currency_Conversion_Rate,Supplier_Contact
ORD100261,Nova Supply Co.,Rubber Tires,100,1/15/2024,4/15/2024,1/24/2024,250.22,43070.6,USD,Road,Cancelled,Houston,20,10,3,5,Passed,0,2,Net 60,Unpaid,Low,0.75,-1503
ORD100262,Nova Supply Co.,Plastic Sheets,200,2024.03.10,,26/02/2024,250.22,43070.6,USD,Air,Cancelled,Miami,0,10,10,5,Failed,0,1,Net 60,Paid,Medium,1,-1788
ORD100263,Acme Corp.,Industrial Paint,200,4/5/2024,1/25/2024,1/24/2024,250.22,43070.6,USD,Sea,Shipped,Houston,10,10,6,0,Passed,2,5,COD,Paid,Low,0.75,-1788
ORD100264,Sunrise Traders,Rubber Tires,100,15/02/2024,25/02/2024,2024.03.22,438.87,43887,EUR,Road,Delayed,Miami,50,10,5,2,Passed,2,1,COD,Pending,Low,0.75,-1210
ORD100265,Blue Ocean Ltd.,Steel Rods,50,2024.03.10,4/15/2024,4/18/2024,370.77,18538.5,USD,Road,Delivered,Los Angeles,100,10,3,2,Passed,1,2,Net 30,Paid,High,0.85,-1788
ORD100266,Sunrise Traders,Industrial Paint,167,1/15/2024,,1/24/2024,250.22,43070.6,EUR,Road,Delayed,New York,36,15,7,2,Passed,1,4,COD,Paid,Low,0.85,-1503
ORD100267,Sunrise Traders,Rubber Tires,200,4/5/2024,1/25/2024,1/24/2024,351.69,70338,USD,Road,Delivered,Houston,50,5,10,0,Passed,2,5,COD,Paid,Medium,0.75,-1210
ORD100268,Nova Supply Co.,Copper Wire,10,2024.03.10,25/02/2024,1/24/2024,180.71,1807.1,USD,Air,Delivered,New York,20,20,3,2,Passed,0,5,COD,Unpaid,Low,0.86,-1210
ORD100269,Nova Supply Co.,Steel Rods,167,15/02/2024,25/02/2024,26/02/2024,147.86,43070.6,USD,Road,shipped,Houston,0,10,7,0,Passed,1,4,Net 30,Paid,High,0.85,-1788
ORD100270,Blue Ocean Ltd.,Steel Rods,200,1/15/2024,1/25/2024,4/18/2024,250.22,43070.6,USD,Sea,Shipped,Los Angeles,100,15,3,0,Passed,0,2,Net 60,Paid,High,0.75,-1788
ORD100271,Blue Ocean Ltd.,Steel Rods,200,1/15/2024,2024.03.20,1/24/2024,250.22,43070.6,USD,Road,Pending,Los Angeles,0,5,3,5,Failed,2,4,COD,Pending,High,0.85,-1503
ORD100272,Blue Ocean Ltd.,Rubber Tires,10,15/02/2024,4/15/2024,1/24/2024,433.74,4337.4,USD,Road,In Transit,New York,10,5,7,2,Passed,0,3,COD,Paid,High,0.86,-1210
ORD100273,Blue Ocean Ltd.,Rubber Tires,167,15/02/2024,4/15/2024,1/24/2024,456.75,43070.6,USD,Sea,Pending,Los Angeles,36,15,7,1,Failed,1,1,Net 60,Unpaid,High,0.75,-1788
ORD100274,Blue Ocean Ltd.,Industrial Paint,500,4/5/2024,25/02/2024,26/02/2024,250.22,43070.6,USD,Sea,Cancelled,Chicago,10,5,3,0,Passed,1,2,COD,Unpaid,High,1,-1788
ORD100275,Prime Logistics,Steel Rods,500,4/5/2024,1/25/2024,2024.03.22,250.22,43070.6,USD,Sea,shipped,Chicago,0,15,7,5,Passed,2,1,Net 30,Unpaid,Low,0.86,-1503
ORD100276,Nova Supply Co.,Packaging Boxes,500,4/5/2024,4/15/2024,26/02/2024,250.22,43070.6,USD,Sea,In Transit,Chicago,10,5,5,2,Passed,1,5,COD,Pending,High,0.86,-1210
ORD100277,Blue Ocean Ltd.,Copper Wire,50,15/02/2024,2024.03.20,1/24/2024,325.51,16275.5,USD,Sea,Delayed,Los Angeles,100,20,5,5,Passed,1,3,Net 30,Unpaid,Medium,0.75,-1210
ORD100278,Global Supplies Inc.,Industrial Paint,50,2024.03.10,4/15/2024,1/24/2024,351.43,17571.5,USD,Sea,Pending,New York,10,10,10,0,Passed,2,3,Net 30,Pending,High,0.75,-1503
ORD100279,Global Supplies Inc.,Plastic Sheets,200,1/15/2024,25/02/2024,1/24/2024,250.22,43070.6,USD,Rail,Cancelled,New York,20,10,10,2,Passed,0,3,Net 30,Paid,High,0.85,-1788
ORD100280,Nova Supply Co.,Copper Wire,50,4/5/2024,4/15/2024,26/02/2024,445.17,22258.5,USD,Air,Delayed,Miami,36,10,6,5,Failed,1,3,COD,Paid,High,1,-1210
ORD100281,Sunrise Traders,Steel Rods,100,2024.03.10,25/02/2024,26/02/2024,169.99,16999,USD,Air,shipped,New York,36,15,10,2,Passed,1,2,Net 60,Pending,High,0.85,-1788
ORD100282,Nova Supply Co.,Plastic Sheets,167,15/02/2024,4/15/2024,2024.03.22,250.22,43070.6,USD,Road,Cancelled,Los Angeles,100,10,6,2,Passed,0,4,COD,Pending,Medium,0.85,-1503
ORD100283,Blue Ocean Ltd.,Rubber Tires,200,2024.03.10,,4/18/2024,250.22,43070.6,USD,Road,Cancelled,Houston,10,20,7,2,Passed,2,3,Net 30,Unpaid,High,0.86,-1788
ORD100284,Prime Logistics,Steel Rods,100,15/02/2024,4/15/2024,4/18/2024,289.77,28977,USD,Air,Delayed,New York,36,20,10,1,Failed,1,4,Net 30,Paid,High,0.85,-1788
ORD100285,Nova Supply Co.,Plastic Sheets,10,4/5/2024,2024.03.20,1/24/2024,250.22,43070.6,EUR,Sea,Shipped,Chicago,0,10,10,5,Failed,1,1,Net 30,Paid,High,1,-1210
ORD100286,Prime Logistics,Copper Wire,167,15/02/2024,,2024.03.22,250.22,43070.6,EUR,Rail,Pending,New York,10,20,3,0,Failed,1,1,Net 30,Pending,Low,0.86,-1210
ORD100287,Blue Ocean Ltd.,Steel Rods,100,1/15/2024,1/25/2024,26/02/2024,272.01,27201,USD,Road,Shipped,Chicago,0,15,6,0,Failed,1,4,Net 60,Unpaid,High,1,-1788
ORD100288,Global Supplies Inc.,Rubber Tires,200,4/5/2024,1/25/2024,26/02/2024,250.22,43070.6,USD,Sea,Cancelled,Los Angeles,100,10,7,2,Failed,0,1,COD,Paid,High,0.75,-1210
ORD100289,Nova Supply Co.,Steel Rods,100,15/02/2024,1/25/2024,2024.03.22,250.22,43070.6,USD,Sea,In Transit,Houston,20,15,10,1,Passed,2,3,Net 30,Paid,Medium,0.86,-1503
ORD100290,Sunrise Traders,Packaging Boxes,500,4/5/2024,,26/02/2024,16.7,8350,USD,Sea,Cancelled,Houston,100,10,5,2,Passed,1,1,Net 30,Paid,High,1,-1788
ORD100291,Prime Logistics,Plastic Sheets,100,1/15/2024,2024.03.20,1/24/2024,20.12,2012,EUR,Sea,Cancelled,Los Angeles,20,10,5,5,Passed,1,2,Net 30,Paid,High,0.85,-1503
ORD100292,Prime Logistics,Steel Rods,500,15/02/2024,2024.03.20,1/24/2024,411.57,205785,EUR,Sea,Cancelled,Houston,36,15,10,2,Passed,0,5,COD,Pending,Low,0.85,-1503
ORD100293,Sunrise Traders,Electronic Components,200,1/15/2024,2024.03.20,2024.03.22,181.06,36212,USD,Road,Cancelled,New York,20,10,6,2,Failed,1,3,COD,Paid,High,0.86,-1210
ORD100294,Blue Ocean Ltd.,Industrial Paint,50,4/5/2024,,26/02/2024,64.84,3242,USD,Rail,Delivered,Chicago,50,15,3,0,Passed,2,4,COD,Pending,High,0.85,-1788
ORD100295,Prime Logistics,Copper Wire,10,1/15/2024,25/02/2024,1/24/2024,250.22,43070.6,EUR,Rail,Delayed,New York,10,10,3,2,Failed,0,5,COD,Paid,Low,0.75,-1503
ORD100296,Sunrise Traders,Copper Wire,50,15/02/2024,2024.03.20,1/24/2024,385.34,19267,USD,Road,Delivered,New York,50,15,3,2,Passed,1,4,Net 30,Paid,Low,1,-1503
ORD100297,Acme Corp.,Plastic Sheets,200,4/5/2024,25/02/2024,1/24/2024,250.22,43070.6,EUR,Air,shipped,Miami,10,15,10,5,Failed,0,1,Net 60,Paid,High,0.86,-1210
ORD100298,Blue Ocean Ltd.,Steel Rods,200,15/02/2024,,1/24/2024,312.01,62402,USD,Rail,Delayed,Miami,36,10,3,0,Passed,0,2,Net 60,Paid,Medium,0.86,-1788
ORD100299,Prime Logistics,Industrial Paint,167,1/15/2024,1/25/2024,1/24/2024,250.22,43070.6,USD,Road,Cancelled,New York,10,10,5,2,Passed,1,4,COD,Paid,Low,1,-1788
ORD100300,Acme Corp.,Steel Rods,50,2024.03.10,4/15/2024,26/02/2024,250.22,43070.6,USD,Air,Delivered,Chicago,0,10,3,0,Passed,1,5,Net 60,Pending,Medium,0.85,-1788
ORD100301,Global Supplies Inc.,Copper Wire,200,1/15/2024,25/02/2024,26/02/2024,266.38,53276,USD,Sea,Pending,Chicago,20,10,3,2,Passed,1,4,Net 60,Pending,Low,0.86,-1788
ORD100302,Global Supplies Inc.,Copper Wire,200,1/15/2024,2024.03.20,2024.03.22,271.01,54202,USD,Rail,Delivered,Los Angeles,50,15,3,5,Failed,1,5,COD,Pending,High,1,-1503
ORD100303,Nova Supply Co.,Plastic Sheets,10,1/15/2024,1/25/2024,26/02/2024,319.26,3192.6,USD,Air,Delayed,New York,100,15,10,0,Passed,1,2,COD,Pending,Medium,0.75,-1210
ORD100304,Nova Supply Co.,Rubber Tires,167,4/5/2024,1/25/2024,4/18/2024,250.22,43070.6,USD,Rail,Delayed,Houston,10,20,5,5,Passed,0,2,COD,Paid,High,0.75,-1788
ORD100305,Blue Ocean Ltd.,Rubber Tires,500,2024.03.10,2024.03.20,26/02/2024,487.96,243980,USD,Road,Delivered,New York,10,5,10,1,Passed,2,4,Net 30,Paid,Medium,0.75,-1210
ORD100306,Sunrise Traders,Industrial Paint,167,1/15/2024,25/02/2024,1/24/2024,258.88,43070.6,USD,Road,In Transit,Houston,20,10,3,2,Passed,0,4,Net 60,Pending,High,0.75,-1788
ORD100307,Global Supplies Inc.,Industrial Paint,10,2024.03.10,,2024.03.22,162.49,1624.9,USD,Air,Delivered,Houston,0,10,7,2,Passed,0,1,Net 30,Unpaid,High,0.75,-1210
ORD100308,Acme Corp.,Plastic Sheets,50,2024.03.10,2024.03.20,2024.03.22,397.9,19895,USD,Road,Delivered,New York,0,10,10,5,Passed,1,3,Net 60,Paid,High,1,-1210
ORD100309,Blue Ocean Ltd.,Electronic Components,10,15/02/2024,,1/24/2024,250.22,43070.6,EUR,Air,shipped,New York,20,15,6,5,Failed,0,1,Net 30,Unpaid,Medium,0.85,-1210
ORD100310,Sunrise Traders,Electronic Components,500,2024.03.10,1/25/2024,4/18/2024,220.33,110165,USD,Sea,In Transit,Miami,100,15,5,5,Passed,1,5,COD,Unpaid,Low,0.85,-1788
ORD100311,Prime Logistics,Plastic Sheets,10,2024.03.10,4/15/2024,26/02/2024,40.61,406.1,USD,Sea,In Transit,New York,50,15,5,2,Passed,2,3,Net 60,Unpaid,High,0.75,-1503
ORD100312,Nova Supply Co.,Packaging Boxes,200,4/5/2024,4/15/2024,2024.03.22,14.14,2828,USD,Rail,Pending,New York,20,5,10,5,Failed,1,3,COD,Pending,Medium,0.86,-1788
ORD100313,Nova Supply Co.,Plastic Sheets,10,4/5/2024,1/25/2024,1/24/2024,250.22,43070.6,USD,Road,In Transit,New York,20,15,10,2,Passed,0,4,Net 30,Paid,Medium,0.85,-1503
ORD100314,Global Supplies Inc.,Packaging Boxes,167,2024.03.10,2024.03.20,1/24/2024,250.22,43070.6,EUR,Sea,Delayed,Miami,50,15,7,5,Failed,1,2,Net 30,Pending,High,1,-1210
ORD100315,Nova Supply Co.,Industrial Paint,200,2024.03.10,1/25/2024,1/24/2024,250.22,43070.6,USD,Road,Delivered,New York,10,15,3,2,Passed,0,5,Net 60,Pending,High,0.85,-1503
ORD100316,Blue Ocean Ltd.,Packaging Boxes,10,1/15/2024,2024.03.20,1/24/2024,250.22,43070.6,USD,Sea,shipped,New York,20,10,6,2,Passed,1,1,COD,Unpaid,High,0.86,-1503
ORD100317,Global Supplies Inc.,Copper Wire,167,15/02/2024,4/15/2024,1/24/2024,87.89,43070.6,USD,Sea,Cancelled,Los Angeles,100,10,6,1,Passed,1,3,COD,Paid,High,0.86,-1503
ORD100318,Nova Supply Co.,Copper Wire,50,4/5/2024,2024.03.20,4/18/2024,250.22,43070.6,USD,Rail,Shipped,Chicago,0,10,5,5,Failed,1,4,Net 60,Paid,High,0.86,-1788
ORD100319,Global Supplies Inc.,Packaging Boxes,10,1/15/2024,2024.03.20,26/02/2024,126.25,1262.5,EUR,Sea,Delivered,Chicago,50,10,7,1,Passed,2,3,COD,Paid,Medium,0.85,-1788
ORD100320,Sunrise Traders,Industrial Paint,100,2024.03.10,1/25/2024,1/24/2024,250.22,43070.6,EUR,Sea,Cancelled,New York,36,10,6,0,Failed,1,5,Net 30,Paid,High,0.86,-1503
ORD100321,Nova Supply Co.,Industrial Paint,100,15/02/2024,4/15/2024,1/24/2024,357.73,35773,USD,Road,Cancelled,Houston,36,5,7,5,Passed,1,3,COD,Pending,High,0.75,-1210
ORD100322,Prime Logistics,Electronic Components,50,1/15/2024,2024.03.20,1/24/2024,250.22,43070.6,USD,Sea,Delayed,Miami,50,15,6,2,Passed,2,4,Net 60,Paid,Low,1,-1503
ORD100323,Nova Supply Co.,Electronic Components,167,4/5/2024,1/25/2024,2024.03.22,250.22,43070.6,USD,Sea,Shipped,Houston,0,10,6,1,Passed,1,3,COD,Unpaid,High,1,-1210
ORD100324,Nova Supply Co.,Packaging Boxes,200,1/15/2024,2024.03.20,26/02/2024,477.5,95500,USD,Rail,Shipped,Houston,50,20,10,0,Failed,1,3,Net 60,Pending,High,0.75,-1788
ORD100325,Acme Corp.,Steel Rods,100,1/15/2024,,4/18/2024,250.22,43070.6,USD,Air,Pending,New York,36,20,6,5,Passed,1,4,Net 60,Paid,High,1,-1210
ORD100326,Global Supplies Inc.,Steel Rods,10,1/15/2024,25/02/2024,2024.03.22,277.85,2778.5,EUR,Sea,Cancelled,Houston,36,10,3,1,Failed,2,3,COD,Pending,Medium,0.85,-1210
ORD100327,Acme Corp.,Steel Rods,167,1/15/2024,2024.03.20,4/18/2024,306.44,43070.6,USD,Air,Shipped,New York,36,15,5,2,Passed,1,1,COD,Paid,High,0.75,-1210
ORD100328,Nova Supply Co.,Industrial Paint,167,1/15/2024,2024.03.20,26/02/2024,210.67,43070.6,USD,Air,In Transit,Los Angeles,20,20,6,0,Failed,2,1,Net 60,Paid,Low,1,-1503
ORD100329,Global Supplies Inc.,Steel Rods,50,1/15/2024,1/25/2024,1/24/2024,124.99,6249.5,USD,Rail,Cancelled,Houston,20,10,3,1,Passed,1,1,COD,Unpaid,Medium,0.85,-1210
ORD100330,Acme Corp.,Rubber Tires,50,1/15/2024,,2024.03.22,250.22,43070.6,USD,Sea,Delayed,Houston,10,5,3,1,Passed,2,2,COD,Pending,Low,0.85,-1210
ORD100331,Nova Supply Co.,Electronic Components,500,15/02/2024,25/02/2024,1/24/2024,379.29,189645,USD,Sea,Delayed,Houston,36,10,5,5,Failed,2,3,Net 60,Paid,Medium,0.86,-1210
ORD100332,Blue Ocean Ltd.,Plastic Sheets,50,4/5/2024,4/15/2024,4/18/2024,250.22,43070.6,EUR,Sea,Pending,Los Angeles,20,10,7,2,Failed,1,3,Net 60,Paid,Medium,0.86,-1210
ORD100333,Global Supplies Inc.,Copper Wire,50,1/15/2024,2024.03.20,2024.03.22,59.36,2968,USD,Sea,Pending,Miami,0,10,10,1,Failed,1,3,Net 60,Paid,High,0.85,-1788
ORD100334,Nova Supply Co.,Steel Rods,10,4/5/2024,,26/02/2024,24.43,244.3,EUR,Sea,Delayed,New York,100,20,10,2,Passed,0,3,Net 60,Pending,High,0.75,-1210
ORD100335,Nova Supply Co.,Industrial Paint,500,4/5/2024,,26/02/2024,250.22,43070.6,USD,Sea,Delayed,Miami,50,5,5,1,Passed,1,1,Net 60,Unpaid,Low,0.86,-1788
ORD100336,Acme Corp.,Industrial Paint,10,4/5/2024,1/25/2024,1/24/2024,427.95,4279.5,USD,Road,In Transit,Los Angeles,36,5,10,1,Passed,1,3,Net 30,Paid,Medium,0.86,-1503
ORD100337,Blue Ocean Ltd.,Industrial Paint,500,4/5/2024,2024.03.20,1/24/2024,352.27,176135,EUR,Rail,Delayed,Houston,50,20,6,2,Passed,1,1,Net 60,Pending,High,0.86,-1210
ORD100338,Prime Logistics,Industrial Paint,50,1/15/2024,,2024.03.22,237.88,11894,EUR,Rail,shipped,Houston,50,15,5,2,Failed,2,2,Net 60,Paid,Medium,0.86,-1788
ORD100339,Sunrise Traders,Steel Rods,200,4/5/2024,1/25/2024,1/24/2024,250.22,43070.6,EUR,Air,shipped,Los Angeles,0,10,6,5,Passed,1,3,COD,Unpaid,Medium,0.85,-1210
ORD100340,Prime Logistics,Copper Wire,100,4/5/2024,25/02/2024,26/02/2024,250.22,43070.6,USD,Sea,Delivered,Miami,50,20,6,5,Passed,1,1,COD,Paid,Medium,0.85,-1788
ORD100341,Global Supplies Inc.,Rubber Tires,167,1/15/2024,,1/24/2024,237.53,43070.6,USD,Sea,Pending,Los Angeles,20,10,5,5,Failed,1,4,COD,Unpaid,Low,0.85,-1503
ORD100342,Prime Logistics,Steel Rods,10,2024.03.10,4/15/2024,1/24/2024,250.22,43070.6,USD,Sea,Shipped,Miami,36,10,10,1,Passed,1,3,Net 30,Paid,Medium,1,-1788
ORD100343,Prime Logistics,Packaging Boxes,167,2024.03.10,2024.03.20,26/02/2024,250.22,43070.6,USD,Sea,Shipped,Los Angeles,100,5,3,5,Passed,2,4,COD,Pending,High,0.75,-1210
ORD100344,Prime Logistics,Plastic Sheets,100,15/02/2024,1/25/2024,26/02/2024,200.15,20015,USD,Road,Shipped,Houston,100,20,5,2,Passed,1,2,Net 60,Paid,Low,0.85,-1503
ORD100345,Sunrise Traders,Rubber Tires,50,2024.03.10,4/15/2024,26/02/2024,308.5,15425,EUR,Road,Shipped,Miami,100,5,5,2,Passed,1,1,COD,Unpaid,High,1,-1503
ORD100346,Nova Supply Co.,Steel Rods,50,4/5/2024,2024.03.20,1/24/2024,318.09,15904.5,EUR,Rail,Pending,New York,36,10,6,0,Passed,1,2,Net 60,Pending,High,0.75,-1503
ORD100347,Global Supplies Inc.,Packaging Boxes,500,1/15/2024,2024.03.20,1/24/2024,24.08,12040,USD,Road,Cancelled,Houston,100,10,6,2,Passed,1,4,COD,Paid,Low,0.75,-1503
ORD100348,Global Supplies Inc.,Packaging Boxes,100,15/02/2024,,4/18/2024,188.24,18824,USD,Rail,In Transit,New York,20,15,3,1,Passed,1,4,COD,Paid,Low,0.86,-1788
ORD100349,Nova Supply Co.,Industrial Paint,167,4/5/2024,25/02/2024,2024.03.22,313.49,43070.6,USD,Rail,Delivered,Houston,0,10,7,0,Passed,1,3,Net 60,Unpaid,High,0.85,-1210
ORD100350,Acme Corp.,Industrial Paint,167,2024.03.10,2024.03.20,2024.03.22,250.22,43070.6,USD,Air,Shipped,Houston,36,10,7,2,Failed,0,2,Net 30,Pending,High,0.75,-1788
ORD100351,Blue Ocean Ltd.,Copper Wire,200,4/5/2024,4/15/2024,4/18/2024,250.22,43070.6,USD,Air,Shipped,Chicago,10,20,3,1,Failed,0,1,Net 60,Paid,High,1,-1788
ORD100352,Sunrise Traders,Industrial Paint,50,2024.03.10,4/15/2024,26/02/2024,250.22,43070.6,USD,Sea,In Transit,New York,20,5,3,2,Passed,1,2,COD,Paid,Medium,0.85,-1503
ORD100353,Acme Corp.,Steel Rods,167,1/15/2024,,1/24/2024,82.72,43070.6,USD,Sea,Delivered,Chicago,50,10,3,0,Passed,1,4,Net 30,Pending,High,0.86,-1503
ORD100354,Blue Ocean Ltd.,Steel Rods,167,2024.03.10,1/25/2024,1/24/2024,36.68,43070.6,EUR,Sea,Delivered,Chicago,10,10,6,5,Passed,2,1,Net 60,Paid,Low,0.85,-1503
ORD100355,Global Supplies Inc.,Plastic Sheets,500,4/5/2024,1/25/2024,2024.03.22,321.75,160875,USD,Road,In Transit,Miami,20,20,6,0,Passed,0,2,COD,Unpaid,Medium,0.86,-1210
ORD100356,Blue Ocean Ltd.,Electronic Components,50,2024.03.10,4/15/2024,4/18/2024,14.72,736,EUR,Rail,Shipped,New York,36,15,3,1,Passed,2,3,COD,Pending,High,0.85,-1788
ORD100357,Sunrise Traders,Electronic Components,167,2024.03.10,4/15/2024,4/18/2024,250.22,43070.6,USD,Sea,Pending,Miami,100,10,10,0,Passed,1,3,COD,Paid,High,1,-1210
ORD100358,Sunrise Traders,Copper Wire,50,4/5/2024,25/02/2024,4/18/2024,470.2,23510,USD,Air,shipped,Miami,0,15,6,2,Passed,0,2,COD,Unpaid,Medium,1,-1788
ORD100359,Nova Supply Co.,Copper Wire,167,2024.03.10,1/25/2024,1/24/2024,250.22,43070.6,EUR,Road,shipped,Miami,100,10,3,2,Failed,2,1,COD,Paid,High,0.75,-1503
ORD100360,Global Supplies Inc.,Electronic Components,500,2024.03.10,25/02/2024,1/24/2024,250.22,43070.6,USD,Road,Delivered,Miami,10,10,3,0,Passed,1,3,Net 60,Paid,Low,0.75,-1788
ORD100361,Acme Corp.,Steel Rods,500,2024.03.10,2024.03.20,2024.03.22,322.18,161090,EUR,Road,Pending,Miami,50,10,3,2,Passed,1,3,COD,Paid,High,0.86,-1210
ORD100362,Acme Corp.,Steel Rods,10,1/15/2024,1/25/2024,1/24/2024,250.22,43070.6,USD,Rail,shipped,Houston,10,20,7,0,Passed,0,3,Net 60,Unpaid,High,1,-1788
ORD100363,Sunrise Traders,Electronic Components,167,4/5/2024,,26/02/2024,250.22,43070.6,USD,Road,Pending,Los Angeles,10,10,10,0,Passed,1,4,COD,Unpaid,Low,0.75,-1503
ORD100364,Prime Logistics,Plastic Sheets,200,15/02/2024,25/02/2024,1/24/2024,250.22,43070.6,USD,Air,Pending,Chicago,10,15,6,2,Failed,1,2,Net 60,Pending,High,0.75,-1210
ORD100365,Blue Ocean Ltd.,Rubber Tires,50,4/5/2024,2024.03.20,4/18/2024,193.97,9698.5,EUR,Air,In Transit,Houston,0,5,7,5,Passed,0,3,Net 30,Paid,Medium,0.85,-1788
ORD100366,Nova Supply Co.,Plastic Sheets,500,1/15/2024,1/25/2024,26/02/2024,480.65,240325,USD,Rail,Delayed,New York,0,10,5,5,Passed,1,5,COD,Unpaid,Medium,0.86,-1210
ORD100367,Prime Logistics,Steel Rods,100,4/5/2024,4/15/2024,2024.03.22,250.22,43070.6,USD,Sea,Cancelled,New York,20,5,7,5,Failed,2,4,COD,Pending,High,0.85,-1788
ORD100368,Prime Logistics,Packaging Boxes,100,1/15/2024,2024.03.20,4/18/2024,250.22,43070.6,EUR,Sea,Shipped,Los Angeles,100,10,10,5,Passed,1,4,Net 60,Paid,High,0.85,-1788
ORD100369,Nova Supply Co.,Rubber Tires,100,15/02/2024,2024.03.20,4/18/2024,250.22,43070.6,USD,Air,In Transit,Chicago,50,10,10,0,Passed,1,3,Net 30,Unpaid,Low,0.86,-1210
ORD100370,Nova Supply Co.,Rubber Tires,10,4/5/2024,25/02/2024,26/02/2024,250.22,43070.6,EUR,Sea,Cancelled,New York,0,5,5,2,Passed,2,5,COD,Unpaid,Medium,1,-1788
ORD100371,Prime Logistics,Copper Wire,500,15/02/2024,1/25/2024,1/24/2024,10.58,5290,USD,Road,Cancelled,Chicago,20,5,5,5,Failed,2,4,Net 60,Unpaid,Medium,0.85,-1788
ORD100372,Blue Ocean Ltd.,Rubber Tires,10,4/5/2024,25/02/2024,4/18/2024,250.22,43070.6,USD,Road,Pending,New York,10,10,3,1,Failed,0,3,COD,Unpaid,Low,1,-1788
ORD100373,Nova Supply Co.,Electronic Components,200,4/5/2024,1/25/2024,26/02/2024,341.98,68396,USD,Rail,Cancelled,Chicago,50,5,3,2,Passed,0,4,COD,Paid,High,0.75,-1503
ORD100374,Global Supplies Inc.,Electronic Components,500,1/15/2024,4/15/2024,4/18/2024,36.99,18495,EUR,Rail,Shipped,New York,10,10,7,1,Passed,1,3,COD,Paid,Low,0.75,-1503
ORD100375,Sunrise Traders,Copper Wire,500,4/5/2024,25/02/2024,1/24/2024,250.22,43070.6,USD,Sea,shipped,New York,50,10,6,1,Passed,2,3,Net 60,Pending,High,1,-1788
ORD100376,Prime Logistics,Plastic Sheets,100,2024.03.10,1/25/2024,2024.03.22,250.22,43070.6,USD,Air,In Transit,New York,50,5,5,1,Passed,1,3,COD,Unpaid,High,0.86,-1788
ORD100377,Acme Corp.,Plastic Sheets,200,4/5/2024,4/15/2024,1/24/2024,250.22,43070.6,EUR,Sea,In Transit,Chicago,0,10,5,2,Failed,1,3,Net 30,Paid,High,0.75,-1503
ORD100378,Sunrise Traders,Steel Rods,50,15/02/2024,2024.03.20,4/18/2024,407.51,20375.5,USD,Rail,Shipped,Miami,20,15,7,5,Passed,2,2,Net 60,Pending,Medium,1,-1788
ORD100379,Nova Supply Co.,Steel Rods,200,4/5/2024,4/15/2024,2024.03.22,142,28400,USD,Sea,Cancelled,New York,20,20,6,2,Passed,2,1,COD,Paid,High,0.86,-1788
ORD100380,Nova Supply Co.,Copper Wire,167,1/15/2024,,4/18/2024,250.22,43070.6,USD,Rail,Delivered,Chicago,20,20,7,0,Passed,2,4,Net 60,Unpaid,High,0.85,-1788
ORD100381,Global Supplies Inc.,Industrial Paint,100,1/15/2024,4/15/2024,26/02/2024,348.82,34882,EUR,Sea,Shipped,Houston,0,20,7,2,Passed,1,5,Net 60,Paid,High,0.86,-1210
ORD100382,Prime Logistics,Packaging Boxes,500,4/5/2024,1/25/2024,1/24/2024,315.03,157515,USD,Rail,Delayed,New York,100,10,7,5,Passed,0,3,COD,Paid,Low,0.86,-1788
ORD100383,Sunrise Traders,Copper Wire,100,1/15/2024,2024.03.20,26/02/2024,250.22,43070.6,USD,Rail,Pending,New York,20,5,7,2,Passed,2,2,Net 30,Unpaid,High,1,-1503
ORD100384,Acme Corp.,Industrial Paint,100,1/15/2024,1/25/2024,26/02/2024,250.22,43070.6,USD,Air,shipped,Chicago,100,15,10,1,Passed,2,1,Net 60,Unpaid,Medium,0.85,-1210
ORD100385,Nova Supply Co.,Copper Wire,500,1/15/2024,4/15/2024,1/24/2024,402.04,201020,USD,Air,shipped,Chicago,36,10,3,1,Passed,2,2,Net 30,Pending,Medium,0.75,-1503
ORD100386,Sunrise Traders,Copper Wire,100,2024.03.10,25/02/2024,1/24/2024,250.22,43070.6,EUR,Sea,Delivered,Miami,36,15,5,2,Failed,0,5,COD,Paid,High,0.85,-1503
ORD100387,Sunrise Traders,Electronic Components,200,1/15/2024,2024.03.20,1/24/2024,89.95,17990,USD,Road,Pending,Miami,36,20,10,0,Passed,2,2,Net 60,Paid,High,0.86,-1210
ORD100388,Nova Supply Co.,Industrial Paint,50,1/15/2024,2024.03.20,26/02/2024,250.22,43070.6,USD,Sea,Delayed,Chicago,100,5,6,2,Passed,0,2,COD,Paid,Low,0.85,-1503
ORD100389,Nova Supply Co.,Steel Rods,50,1/15/2024,2024.03.20,2024.03.22,403.71,20185.5,USD,Sea,Delayed,Chicago,100,20,6,5,Passed,0,5,Net 30,Paid,High,0.86,-1788
ORD100390,Nova Supply Co.,Steel Rods,50,15/02/2024,2024.03.20,1/24/2024,495.27,24763.5,USD,Sea,Delivered,Chicago,20,10,5,2,Passed,0,5,COD,Unpaid,High,0.75,-1788
ORD100391,Acme Corp.,Industrial Paint,10,1/15/2024,2024.03.20,1/24/2024,207.19,2071.9,EUR,Air,Pending,Miami,100,10,10,2,Passed,0,3,Net 60,Paid,High,0.75,-1788
